id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q878250,President of Kiribati,Q710,Q710,Q7925054,,1979-07-12,,,,President of Kiribati
Q7925054,Vice President of Kiribati,Q710,Q710,,,1979-07-12,,,,Vice-President of Kiribati
Q109715110,"Minister of Commerce, Industry and Cooperatives",Q710,Q710,,,,,,,
Q109715012,Minister of Education,Q710,Q710,,,,,,,
Q109715117,Minister for Employment and Human Resources,Q710,Q710,,,,,,,
Q109715024,"Minister of Environment, Lands and Agricultural Development",Q710,Q710,,,,,,,
Q109714788,Minister of Finance and Economic Development,,Q710,,,,,,,
Q109715075,Minister of Fisheries and Marine Resources Development,Q710,Q710,,,,,,,
Q109715094,Minister for Health and Medical Services,Q710,Q710,,,,,,,
Q109715000,"Minister of Information, Communications, Transport and Tourism Development",,Q710,,,,,,,
Q109714932,Minister of Infrastructure and Sustainable Energy,,Q710,,,,,,,
Q109715100,Minister for Internal Affairs,Q710,Q710,,,,,,,
Q109715129,Minister of Justice,Q710,Q710,,,,,,,
Q109715123,Minister of Line and Phoenix Islands Development,Q710,Q710,,,,,,,
Q109715115,"Minister for Women, Youth, Sports and Social Affairs",Q710,Q710,,,,,,,
Q109715358,Minister for Office of te Beretitenti,Q710,Q710,,,,,,,
Q109715330,Attorney General of Kiribati,,Q710,,,,,,,
Q7574266,Speaker of the House of Assembly,Q710,,,,1979,,,,Speaker of the House of Assembly (Kiribati)
